City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
169,Ponta Delgada,PT,2022-10-25 15:31:52,37.7333,-25.6667,69.49,56,20,18.41
170,Doctor Arroyo,MX,2022-10-25 15:31:52,23.6667,-100.1833,71.74,48,19,1.74
171,Tubuala,PA,2022-10-25 15:31:53,9.5167,-79.0333,82.18,76,99,3.83
172,Norman Wells,CA,2022-10-25 15:31:54,65.282,-126.8329,19.44,93,100,5.75
173,Sharjah,AE,2022-10-25 15:26:56,25.3573,55.4033,87.78,54,0,10.36
174,Berlevag,NO,2022-10-25 15:31:54,70.8578,29.0864,35.6,64,0,16.11
175,Gazanjyk,TM,2022-10-25 15:31:55,39.2446,55.5154,62.78,49,69,5.32
176,Codrington,AU,2022-10-25 15:31:57,-38.2667,141.9667,57.36,94,100,8.05
177,Coquimbo,CL,2022-10-25 15:31:57,-29.9533,-71.3436,58.73,67,100,9.22
178,Fandriana,MG,2022-10-25 15:31:58,-20.2333,47.3833,63.57,83,99,2.48
179,Mount Isa,AU,2022-10-25 15:32:58,-20.7333,139.5,73.17,100,40,8.05
180,Olafsvik,IS,2022-10-25 15:32:58,64.8945,-23.7142,41.7,82,100,24.99
181,Port Macquarie,AU,2022-10-25 15:32:59,-31.4333,152.9167,61.9,85,89,6.44
182,Sorong,ID,2022-10-25 15:33:01,-0.8833,131.25,79.25,86,88,6.11
183,Flin Flon,CA,2022-10-25 15:33:01,54.7682,-101.865,26.44,86,75,12.66
184,Plettenberg Bay,ZA,2022-10-25 15:33:02,-34.0527,23.3716,63.09,71,95,10.07
185,Notre-Dame-Du-Lac,CA,2022-10-25 15:33:03,47.6136,-68.7964,57.87,91,100,5.32
186,Chuy,UY,2022-10-25 15:33:03,-33.6971,-53.4616,70.2,58,1,9.46
187,Cockburn Town,TC,2022-10-25 15:33:04,21.4612,-71.1419,80.46,69,100,4.0
188,Port Blair,IN,2022-10-25 15:31:11,11.6667,92.75,78.84,94,40,2.3
189,Iranshahr,IR,2022-10-25 15:33:05,27.2025,60.6848,84.54,18,0,4.61
190,Gigmoto,PH,2022-10-25 15:33:06,13.7796,124.39,81.23,86,85,11.74
191,Piedecuesta,CO,2022-10-25 15:33:07,6.9879,-73.0495,70.92,71,100,5.26
192,Egvekinot,RU,2022-10-25 15:33:07,66.3167,-179.1667,6.17,90,71,6.46
193,Hovd,MN,2022-10-25 15:33:08,48.0056,91.6419,23.27,66,18,0.96
194,Biak,ID,2022-10-25 15:33:08,-0.9131,122.8766,77.14,84,77,2.82
195,Lebu,CL,2022-10-25 15:33:09,-37.6167,-73.65,59.09,72,100,11.77
196,Thompson,CA,2022-10-25 15:33:10,55.7435,-97.8558,28.56,86,100,14.97
197,Fortuna,US,2022-10-25 15:33:10,40.5982,-124.1573,50.94,91,100,3.44
198,Marawi,PH,2022-10-25 15:33:11,7.9986,124.2928,68.34,93,77,0.76
199,Manoel Urbano,BR,2022-10-25 15:33:13,-8.8389,-69.2597,90.34,55,98,5.3
200,Naze,JP,2022-10-25 15:33:15,28.3667,129.4833,68.92,55,74,17.76
201,Baghdad,IQ,2022-10-25 15:30:41,33.3406,44.4009,76.91,33,0,4.61
202,Kahului,US,2022-10-25 15:33:16,20.8947,-156.47,78.82,74,0,11.5
203,Kodinsk,RU,2022-10-25 15:33:16,58.6881,99.1844,30.9,70,100,8.3
204,Konokovo,RU,2022-10-25 15:33:17,44.8616,41.3266,53.46,76,70,2.77
205,Luderitz,NA,2022-10-25 15:33:18,-26.6481,15.1594,68.04,61,97,23.2
206,Novoilinsk,RU,2022-10-25 15:33:18,51.6829,108.7143,22.1,69,1,3.24
207,Houma,US,2022-10-25 15:29:43,29.5958,-90.7195,80.6,89,40,14.97
208,Bardiyah,LY,2022-10-25 15:33:19,31.7561,25.0865,72.39,56,0,10.07
209,Tadine,NC,2022-10-25 15:33:20,-21.55,167.8833,72.68,81,96,16.24
210,Esperance,AU,2022-10-25 15:33:20,-33.8667,121.9,55.83,87,47,10.09
211,Tura,IN,2022-10-25 15:33:21,25.5198,90.2201,63.66,96,18,3.42
212,Aklavik,CA,2022-10-25 15:33:21,68.2191,-135.0107,10.4,92,100,0.0
213,Kilindoni,TZ,2022-10-25 15:33:22,-7.9139,39.6668,77.43,78,48,13.8
214,Qasigiannguit,GL,2022-10-25 15:33:23,68.8193,-51.1922,28.65,97,100,7.36
215,Cherskiy,RU,2022-10-25 15:33:24,68.75,161.3,-4.97,92,32,6.87
216,Sept-Iles,CA,2022-10-25 15:28:57,50.2001,-66.3821,54.12,86,75,4.61
217,Hambantota,LK,2022-10-25 15:33:26,6.1241,81.1185,80.94,89,40,4.61
218,Miles City,US,2022-10-25 15:33:27,46.4083,-105.8406,40.17,70,0,10.36
219,Bida,NG,2022-10-25 15:33:28,9.0833,6.0167,92.25,52,100,1.72
220,Mason City,US,2022-10-25 15:33:28,43.1536,-93.201,41.09,84,0,8.05
221,Abu Dhabi,AE,2022-10-25 15:30:57,24.4667,54.3667,86.11,61,0,6.91
222,Ancud,CL,2022-10-25 15:33:29,-41.8697,-73.8203,55.31,78,100,9.89
223,Talnakh,RU,2022-10-25 15:33:31,69.4865,88.3972,10.83,97,99,2.64
224,Merrill,US,2022-10-25 15:34:31,45.1805,-89.6835,44.37,79,40,6.91
225,Corsicana,US,2022-10-25 15:30:06,32.0954,-96.4689,58.15,63,0,21.85
226,Broome,US,2022-10-25 15:34:33,42.2506,-75.833,67.86,81,100,6.91
227,Santa Cruz Del Sur,CU,2022-10-25 15:34:34,20.7147,-77.9956,83.05,63,1,5.82
228,Lengshuitan,CN,2022-10-25 15:34:34,26.4111,111.5956,68.81,42,99,1.9
229,Port-Gentil,GA,2022-10-25 15:34:35,-0.7193,8.7815,82.36,83,75,10.36
230,Ambulu,ID,2022-10-25 15:34:36,-8.345,113.6058,77.11,87,100,1.28
231,Atbasar,KZ,2022-10-25 15:34:37,51.8,68.3333,37.9,41,100,6.44
232,Hobyo,SO,2022-10-25 15:34:38,5.3505,48.5268,81.16,77,7,11.61
233,Halifax,CA,2022-10-25 15:32:07,44.6453,-63.5724,64.69,98,100,0.0
234,Antalaha,MG,2022-10-25 15:34:39,-14.9003,50.2788,72.18,79,27,5.5
235,Sabang,ID,2022-10-25 15:34:39,5.8933,95.3214,81.9,79,64,12.46
236,Bambous Virieux,MU,2022-10-25 15:34:40,-20.3428,57.7575,74.21,73,40,11.5
237,Kavarna,BG,2022-10-25 15:34:40,43.4333,28.3333,74.35,82,20,11.5
238,Provideniya,RU,2022-10-25 15:34:41,64.3833,-173.3,21.83,84,97,14.18
239,Muros,ES,2022-10-25 15:34:41,42.7762,-9.0603,66.09,84,41,22.26
240,Los Llanos De Aridane,ES,2022-10-25 15:34:42,28.6585,-17.9182,71.35,88,75,3.44
241,Tahoua,NE,2022-10-25 15:34:42,14.8888,5.2692,98.58,15,3,11.5
242,Tiznit,MA,2022-10-25 15:34:43,29.5833,-9.5,87.91,12,82,11.25
243,Kodiak,US,2022-10-25 15:34:43,57.79,-152.4072,42.31,56,100,10.36
244,Moyale,KE,2022-10-25 15:34:44,3.5167,39.0584,73.51,60,60,6.29
245,Adre,TD,2022-10-25 15:34:44,13.4667,22.2,83.82,23,0,4.68
246,Artesia,US,2022-10-25 15:30:42,33.8658,-118.0831,70.34,49,0,0.0
247,Ban Nahin,LA,2022-10-25 15:34:45,18.2418,104.2122,71.71,84,86,4.14
248,Mosquera,CO,2022-10-25 15:34:46,4.7059,-74.2302,64.49,63,40,3.44
249,Baijiantan,CN,2022-10-25 15:34:46,45.6333,85.1833,48.61,47,100,5.41
250,San-Pedro,CI,2022-10-25 15:34:47,4.7485,-6.6363,81.73,78,85,9.22
251,Kyshtovka,RU,2022-10-25 15:34:47,56.555,76.6271,32.67,67,100,13.91
252,Constitucion,CL,2022-10-25 15:31:30,-35.3333,-72.4167,60.44,67,15,6.49
253,Fare,PF,2022-10-25 15:34:48,-16.7,-151.0167,79.68,79,100,22.1
254,Madimba,TZ,2022-10-25 15:34:48,-10.4,40.3333,74.23,83,2,7.7
255,Pochutla,MX,2022-10-25 15:34:49,15.7432,-96.4661,85.82,74,97,5.84
256,Bengkulu,ID,2022-10-25 15:34:49,-3.8004,102.2655,75.16,92,100,7.65
257,Tabory,RU,2022-10-25 15:34:50,58.5198,64.5495,29.91,81,8,4.54
258,Severo-Yeniseyskiy,RU,2022-10-25 15:34:50,60.3725,93.0408,27.82,75,100,15.37
259,Torbay,CA,2022-10-25 15:30:12,47.6666,-52.7314,63.28,72,0,16.11
260,Pacific Grove,US,2022-10-25 15:34:51,36.6177,-121.9166,53.65,93,100,4.61
261,Rundu,NA,2022-10-25 15:34:51,-17.9333,19.7667,88.59,24,88,4.5
262,La Ronge,CA,2022-10-25 15:30:15,55.1001,-105.2842,28.65,74,100,4.61
263,Vanavara,RU,2022-10-25 15:34:52,60.34,102.2797,28.8,82,100,10.85
264,Susuman,RU,2022-10-25 15:34:53,62.7833,148.1667,-7.89,100,79,3.76
265,Punta Alta,AR,2022-10-25 15:34:53,-38.8759,-62.0736,69.75,72,100,4.81
266,Honningsvag,NO,2022-10-25 15:34:53,70.9821,25.9704,35.35,64,100,21.85
267,Severo-Kurilsk,RU,2022-10-25 15:34:54,50.6789,156.125,37.58,64,32,9.26
268,Antequera,ES,2022-10-25 15:34:55,37.0194,-4.5612,82.45,21,100,6.24
269,Herat,AF,2022-10-25 15:34:55,34.5,62.0,60.53,51,44,21.97
270,Premia De Mar,ES,2022-10-25 15:34:56,41.4921,2.3652,81.1,80,53,1.99
271,Sisimiut,GL,2022-10-25 15:34:57,66.9395,-53.6735,28.49,88,99,13.53
272,Naples,IT,2022-10-25 15:35:58,40.8333,14.25,72.86,79,0,4.61
273,Yar-Sale,RU,2022-10-25 15:35:59,66.8333,70.8333,20.82,96,91,10.71
274,Magadi,IN,2022-10-25 15:34:38,12.9667,77.2333,71.76,68,0,4.99
275,Chapais,CA,2022-10-25 15:35:59,49.7834,-74.8492,56.98,70,74,12.24
276,Mandurah,AU,2022-10-25 15:36:00,-32.55,115.7,59.99,75,0,9.1
277,Neftcala,AZ,2022-10-25 15:36:01,39.3742,49.2472,63.57,70,28,11.39
278,Thaba Nchu,ZA,2022-10-25 15:36:02,-29.2093,26.839,76.98,15,78,13.42
279,Airai,TL,2022-10-25 15:36:03,-8.9266,125.4092,63.32,91,100,1.54
280,Klaksvik,FO,2022-10-25 15:36:04,62.2266,-6.589,50.92,91,94,12.73
281,Haywards Heath,GB,2022-10-25 15:36:04,50.9977,-0.1031,62.24,84,40,5.75
282,Zimandu Nou,RO,2022-10-25 15:36:05,46.2833,21.4,62.94,77,0,6.91
283,Verkhoshizhemye,RU,2022-10-25 15:36:05,58.011,49.1038,30.69,87,81,5.84
284,Great Yarmouth,GB,2022-10-25 15:36:06,52.6083,1.7305,63.07,78,66,11.43
285,Greensburg,US,2022-10-25 15:36:06,40.3015,-79.5389,71.94,54,0,5.01
286,Pevek,RU,2022-10-25 15:36:07,69.7008,170.3133,1.18,91,22,9.28
287,Sangmelima,CM,2022-10-25 15:36:08,2.9333,11.9833,73.42,95,93,3.0
288,Alyangula,AU,2022-10-25 15:36:08,-13.8483,136.4192,82.96,77,8,14.99
289,Ballitoville,ZA,2022-10-25 15:36:10,-29.539,31.2144,75.24,88,0,2.3
290,Walvis Bay,NA,2022-10-25 15:36:10,-22.9575,14.5053,68.95,60,0,10.36
291,Ulladulla,AU,2022-10-25 15:36:11,-35.35,150.4667,63.59,75,77,7.2
292,Lethem,GY,2022-10-25 15:36:11,3.3803,-59.7968,89.65,62,40,11.5
293,Lata,PT,2022-10-25 15:36:12,40.1629,-8.3327,72.48,57,32,8.97
294,Bonavista,CA,2022-10-25 15:36:12,48.6499,-53.1147,52.77,73,4,2.64
