City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Te Anau,NZ,-45.4167,167.7167,51.82,91,100,4.63,overcast clouds
345,Dolores,AR,-36.3132,-57.6792,61.57,75,100,10.36,moderate rain
346,Salalah,OM,17.0151,54.0924,75.29,64,0,3.44,clear sky
347,Bollnas,SE,61.3482,16.3946,43.34,97,100,5.12,overcast clouds
348,Poum,NC,-20.2333,164.0167,77.27,76,9,8.99,clear sky
349,Belaya Gora,RU,68.5333,146.4167,13.93,95,100,6.87,light snow
350,Esperance,AU,-33.8667,121.9,59.77,69,19,9.57,few clouds
351,Isangel,VU,-19.55,169.2667,80.71,78,75,6.91,broken clouds
352,Sorland,NO,67.667,12.6934,44.46,65,100,0.69,overcast clouds
353,Bajram Curri,AL,42.3554,20.0784,62.28,53,12,2.62,few clouds
354,Sinnamary,GF,5.3833,-52.95,80.44,80,96,9.28,overcast clouds
355,Provideniya,RU,64.3833,-173.3,28.51,59,100,15.66,overcast clouds
356,Gwanda,ZW,-20.9333,29.0,77.02,42,2,5.79,clear sky
357,Batemans Bay,AU,-35.7167,150.1833,66.09,52,5,2.37,clear sky
358,Mount Gambier,AU,-37.8333,140.7667,58.91,94,100,9.22,overcast clouds
359,Tramore,IE,52.1624,-7.1524,58.73,85,97,20.0,overcast clouds
360,Alaca,TR,40.1683,34.8425,51.08,51,57,1.19,broken clouds
361,Paramonga,PE,-10.6667,-77.8333,62.71,81,34,9.51,scattered clouds
362,Souillac,MU,-20.5167,57.5167,70.88,83,5,9.62,clear sky
363,Sechura,PE,-5.5569,-80.8222,69.39,64,75,18.12,broken clouds
364,Amangarh,PK,34.0058,71.93,67.96,34,0,0.16,clear sky
365,Los Palacios,CU,22.5872,-83.2486,75.06,77,76,2.8,broken clouds
366,Asau,RO,46.4333,26.4,52.72,92,91,3.29,overcast clouds
367,Omboue,GA,-1.5746,9.2618,76.78,89,97,3.4,overcast clouds
368,Mbandaka,CD,0.0487,18.2603,70.25,96,98,2.08,overcast clouds
369,San Vicente,AR,-26.6167,-54.1333,65.61,82,0,2.33,clear sky
370,Tabou,CI,4.423,-7.3528,77.25,90,59,7.52,moderate rain
371,Broken Hill,AU,-31.95,141.4333,66.63,52,86,2.84,overcast clouds
372,Adrar,MR,20.5022,-10.0711,79.72,15,95,9.4,overcast clouds
373,Fatezh,RU,52.0891,35.8632,46.38,96,100,13.09,light rain
374,Smithers,CA,54.7804,-127.1743,35.92,93,100,9.22,overcast clouds
375,Humberto De Campos,BR,-2.5983,-43.4611,78.53,75,97,8.32,overcast clouds
376,Cidreira,BR,-30.1811,-50.2056,66.13,81,0,20.38,clear sky
377,Constitucion,CL,-35.3333,-72.4167,55.33,93,74,4.18,broken clouds
378,Jalu,LY,29.0331,21.5482,67.51,81,0,8.61,clear sky
379,Haines Junction,CA,60.7522,-137.5108,28.17,52,6,3.33,clear sky
380,Vung Tau,VN,10.346,107.0843,80.24,84,98,4.5,overcast clouds
381,Madimba,TZ,-10.4,40.3333,72.05,88,15,6.35,few clouds
382,Maceio,BR,-9.6658,-35.7353,76.44,88,0,9.22,clear sky
383,Zharkent,KZ,44.1628,80.0,44.53,65,79,4.5,broken clouds
384,Dori,BF,14.0354,-0.0345,86.9,20,4,8.46,clear sky
385,Labuhan,ID,-6.8844,112.2051,78.19,80,89,11.61,overcast clouds
386,Rosarito,MX,32.3333,-117.0333,77.41,50,0,9.95,clear sky
387,Bantou,CN,26.2151,117.4893,57.85,75,41,2.64,scattered clouds
388,Castillo De Teayo,MX,20.75,-97.6167,70.25,78,97,8.59,overcast clouds
389,Vestmannaeyjar,IS,63.4427,-20.2734,45.25,84,100,31.25,overcast clouds
390,Virginia Beach,US,36.8529,-75.978,63.01,95,100,5.75,overcast clouds
391,Kaspiyskiy,RU,45.3929,47.3707,45.46,66,2,6.13,clear sky
392,Coihaique,CL,-45.5752,-72.0662,55.35,58,75,6.91,broken clouds
393,Lusambo,CD,-4.9667,23.45,70.52,98,98,1.83,light rain
394,Chara,RU,56.9064,118.2631,16.56,69,29,3.15,scattered clouds
395,Kieta,PG,-6.2167,155.6333,85.15,69,88,3.09,overcast clouds
396,Kaeo,NZ,-35.1,173.7833,63.43,61,63,9.89,broken clouds
397,Aklavik,CA,68.2191,-135.0107,7.32,97,85,5.41,overcast clouds
398,Ust-Barguzin,RU,53.45,108.9833,25.5,69,24,3.6,few clouds
399,Hithadhoo,MV,-0.6,73.0833,82.38,72,36,12.19,scattered clouds
400,Saskylakh,RU,71.9167,114.0833,-6.7,100,68,4.07,broken clouds
401,Vigrestad,NO,58.5667,5.7,52.25,91,82,1.5,broken clouds
402,Nouadhibou,MR,20.931,-17.0347,70.7,82,2,14.63,clear sky
403,Maneromango,TZ,-7.1988,38.7848,65.41,98,45,0.63,scattered clouds
404,Hurghada,EG,27.2574,33.8129,74.07,63,0,4.38,clear sky
405,Kaitangata,NZ,-46.2817,169.8464,56.66,58,100,5.3,light rain
406,Nyurba,RU,63.2842,118.3319,22.98,92,66,8.68,broken clouds
407,Xam Nua,LA,20.4197,104.0439,60.98,99,95,2.04,overcast clouds
408,Cabedelo,BR,-6.9811,-34.8339,77.67,74,80,11.81,broken clouds
409,Biaora,IN,23.8667,76.9167,65.61,49,0,4.9,clear sky
410,Bayeux,BR,-7.125,-34.9322,77.63,83,20,5.75,few clouds
411,Hovd,MN,48.0056,91.6419,25.63,55,100,1.63,overcast clouds
412,Ballina,AU,-28.8667,153.5667,82.44,64,47,7.43,scattered clouds
413,Zhigansk,RU,66.7697,123.3711,0.32,97,79,6.08,broken clouds
414,Tiksi,RU,71.6872,128.8694,18.52,91,100,13.0,overcast clouds
415,Warin Chamrap,TH,15.1932,104.8628,72.05,96,85,5.68,overcast clouds
416,Kampong Thum,KH,12.7111,104.8887,74.64,95,98,5.35,overcast clouds
417,Glace Bay,CA,46.1969,-59.957,58.57,95,100,5.75,mist
418,Rodos,GR,36.4408,28.2225,64.06,88,0,0.0,clear sky
419,Wabag,PG,-5.4781,143.7021,65.12,72,87,2.35,overcast clouds
420,Umm Lajj,SA,25.0213,37.2685,78.22,61,0,6.31,clear sky
421,Guayaramerin,BO,-10.8368,-65.3614,81.81,65,93,1.63,overcast clouds
422,Anadyr,RU,64.75,177.4833,9.1,92,75,8.01,fog
423,Soto La Marina,MX,23.7667,-98.2167,76.77,42,79,3.18,broken clouds
424,Tirumullaivasal,IN,11.2333,79.8333,78.28,67,35,7.4,scattered clouds
425,Muisne,EC,0.6,-80.0333,75.07,81,100,9.86,overcast clouds
426,Fort Nelson,CA,58.8053,-122.7002,24.94,83,72,3.0,broken clouds
427,Cornwall,CA,45.0181,-74.7281,68.99,82,75,0.0,broken clouds
428,Nogliki,RU,51.8333,143.1667,37.69,73,17,10.83,few clouds
429,Wichita Falls,US,33.9137,-98.4934,69.42,30,0,8.05,clear sky
430,Jizan,SA,17.3333,42.6667,84.69,71,0,2.01,clear sky
431,Kidal,ML,18.4411,1.4078,81.39,21,81,11.95,broken clouds
432,Ilula,TZ,-7.6766,36.0366,61.95,71,95,4.74,overcast clouds
433,Kamenka,RU,51.3223,42.7678,34.52,67,33,5.95,scattered clouds
434,Poitiers,FR,46.5833,0.3333,63.25,94,0,5.75,clear sky
435,Tekari,IN,24.9333,84.8333,62.82,64,0,5.12,clear sky
436,San Cristobal,VE,7.7669,-72.225,71.78,86,99,0.76,overcast clouds
437,Espanola,US,35.9911,-106.0806,62.01,27,0,4.47,clear sky
438,Sturgeon Falls,CA,46.3646,-79.9326,63.05,79,87,6.29,overcast clouds
439,Guerrero Negro,MX,27.9769,-114.0611,74.59,37,0,13.13,clear sky
440,Hualmay,PE,-11.0964,-77.6139,63.28,79,26,10.8,scattered clouds
441,Dombarovskiy,RU,50.7587,59.5386,36.7,97,100,15.5,overcast clouds
442,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,69,100,10.56,overcast clouds
443,Santa Fe,AR,-31.6333,-60.7,80.02,53,95,8.01,overcast clouds
444,Bronnoysund,NO,65.4625,12.1997,48.2,81,100,11.99,overcast clouds
445,Macaracas,PA,7.7333,-80.55,78.51,99,99,6.06,light rain
446,Manzhouli,CN,49.6,117.4333,25.03,55,30,10.98,scattered clouds
447,Galveston,US,29.3669,-94.9669,74.08,38,0,13.8,clear sky
448,Lere,NG,10.387,8.5726,72.64,48,76,2.75,broken clouds
449,Songea,TZ,-10.6833,35.65,64.6,55,39,4.74,scattered clouds
450,Kalevala,RU,65.2,31.1667,29.34,89,100,4.63,overcast clouds
451,Shache,CN,38.4167,77.2406,54.72,25,80,3.49,broken clouds
452,Outlook,CA,51.5001,-107.0513,28.96,93,82,3.51,broken clouds
453,Srednekolymsk,RU,67.45,153.6833,10.92,94,100,10.65,overcast clouds
454,Hammerfest,NO,70.6634,23.6821,30.65,80,0,0.0,clear sky
455,Chapais,CA,49.7834,-74.8492,58.87,87,96,11.74,overcast clouds
456,Ambon,ID,-3.6954,128.1814,82.54,83,20,4.61,few clouds
457,Provins,FR,48.5833,3.1667,58.96,77,100,7.52,overcast clouds
458,Sao Jose De Ribamar,BR,-2.5619,-44.0542,82.78,82,71,13.31,broken clouds
459,Zarand,IR,30.8127,56.564,61.25,23,5,4.79,clear sky
460,Usinsk,RU,65.9939,57.5281,22.75,94,89,8.05,overcast clouds
461,Usolye-Sibirskoye,RU,52.7519,103.6453,25.02,69,2,4.54,clear sky
462,Shubarshi,KZ,48.5872,57.1869,41.18,75,100,19.37,overcast clouds
463,Harriston,CA,43.9001,-80.883,61.72,67,99,11.81,overcast clouds
464,Leningradskiy,RU,69.3833,178.4167,3.63,87,51,4.92,broken clouds
465,Mutsu,JP,41.2894,141.2169,50.9,57,15,3.53,few clouds
466,Lubango,AO,-14.9172,13.4925,62.08,85,61,3.89,light rain
467,Umtata,ZA,-31.5889,28.7844,57.24,86,100,3.27,overcast clouds
468,Clyde River,CA,70.4692,-68.5914,-0.53,87,36,4.21,scattered clouds
469,Kamareddi,IN,18.3167,78.35,63.32,74,0,1.61,clear sky
470,Camana,PE,-16.6228,-72.7111,63.05,79,45,7.4,scattered clouds
471,Necochea,AR,-38.5473,-58.7368,58.26,91,100,10.89,light rain
472,Dalvik,IS,65.9702,-18.5286,37.11,91,100,5.84,overcast clouds
473,Starkville,US,33.4504,-88.8184,67.87,56,0,9.22,clear sky
474,Arkansas City,US,37.062,-97.0384,63.63,31,0,11.5,clear sky
475,Padang,ID,-0.9492,100.3543,75.87,91,100,3.6,moderate rain
476,Yulara,AU,-25.2406,130.9889,72.82,35,0,11.21,clear sky
477,Karratha,AU,-20.7377,116.8463,77.56,24,0,11.23,clear sky
478,Carauari,BR,-4.8828,-66.8958,77.41,88,96,2.06,overcast clouds
479,Lancaster,US,40.2504,-76.2499,64.33,90,100,3.44,overcast clouds
480,Yunyang,CN,33.4474,112.7142,54.55,89,100,4.41,overcast clouds
481,Tavda,RU,58.0425,65.2726,26.38,89,13,3.53,few clouds
482,Port Lincoln,AU,-34.7333,135.8667,58.39,80,89,12.59,overcast clouds
483,Siavonga,ZM,-16.5382,28.7088,82.63,41,33,4.79,scattered clouds
484,Quatre Cocos,MU,-20.2078,57.7625,72.09,79,20,12.3,light rain
485,Verkhnyaya Maksakovka,RU,61.635,50.9674,30.22,93,100,4.47,overcast clouds
486,Ondjiva,AO,-17.0667,15.7333,73.58,58,82,8.16,broken clouds
487,Ocos,GT,14.5094,-92.1933,86.18,75,28,7.29,scattered clouds
488,Kodinsk,RU,58.6881,99.1844,27.95,75,55,5.66,broken clouds
489,Touros,BR,-5.1989,-35.4608,78.01,77,47,14.43,scattered clouds
490,Macas,EC,-2.3167,-78.1167,74.95,83,75,2.3,broken clouds
491,Mackenzie,CA,55.2999,-123.1698,37.62,81,100,9.22,light rain
492,Vardo,NO,70.3705,31.1107,30.18,86,100,16.11,overcast clouds
493,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.11,97,100,2.77,overcast clouds
494,Dondo,MZ,-19.6094,34.7431,72.32,93,14,1.81,few clouds
495,Alice Springs,AU,-23.7,133.8833,78.35,41,2,10.36,clear sky
496,Cabildo,AR,-38.4842,-61.8954,61.25,89,91,15.05,moderate rain
497,Marsala,IT,37.7966,12.4352,73.94,55,96,4.34,overcast clouds
498,Mahajanga,MG,-15.7167,46.3167,78.82,89,40,2.3,scattered clouds
499,Birjand,IR,32.8663,59.2211,58.24,41,13,4.43,few clouds
500,Paris,FR,48.8534,2.3488,61.11,91,75,5.75,broken clouds
501,Suntar,RU,62.1444,117.6319,26.67,89,67,7.94,broken clouds
502,Biltine,TD,14.5333,20.9167,75.18,15,0,9.57,clear sky
503,Muros,ES,42.7762,-9.0603,67.08,78,26,19.64,scattered clouds
504,Rabo De Peixe,PT,37.8,-25.5833,63.91,90,40,12.66,scattered clouds
505,The Valley,AI,18.217,-63.0578,82.81,83,20,16.11,few clouds
506,Raikot,IN,30.65,75.6,68.77,41,0,2.42,clear sky
507,Magadan,RU,59.5667,150.8,25.54,86,52,10.45,broken clouds
508,Dobrinka,RU,52.1653,40.4731,34.97,75,67,6.96,broken clouds
509,Havoysund,NO,70.9963,24.6622,34.03,65,100,5.5,overcast clouds
510,Santo Antonio Do Ica,BR,-3.1022,-67.9397,76.12,96,100,1.61,overcast clouds
511,Ajdabiya,LY,30.7554,20.2263,68.59,83,0,9.17,clear sky
512,Makakilo City,US,21.3469,-158.0858,86.32,62,40,19.57,scattered clouds
513,Fayaoue,NC,-20.65,166.5333,75.34,81,70,13.69,broken clouds
514,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,47,40,10.36,scattered clouds
515,Kshenskiy,RU,51.8408,37.7136,44.22,88,100,9.84,light rain
516,Khingansk,RU,49.1167,131.1833,31.6,67,100,4.32,overcast clouds
517,Robertsport,LR,6.7533,-11.3686,79.66,85,38,5.91,scattered clouds
518,Pevek,RU,69.7008,170.3133,0.32,92,15,5.12,few clouds
519,Kungurtug,RU,50.5994,97.5228,18.1,44,0,2.1,clear sky
520,Port Keats,AU,-14.25,129.55,87.37,64,39,7.81,scattered clouds
521,Arlit,NE,18.7369,7.3853,78.42,13,0,13.06,clear sky
522,Zhezkazgan,KZ,47.8043,67.7144,39.18,59,100,8.55,overcast clouds
523,Nizhniy Odes,RU,63.6445,54.856,25.29,96,96,4.36,overcast clouds
524,Agirish,RU,61.9247,63.0231,24.55,89,29,4.05,scattered clouds
525,Hope,US,33.6671,-93.5916,64.45,41,47,9.26,scattered clouds
526,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,100,100,0.0,fog
527,Zeya,RU,53.75,127.2667,26.51,65,27,5.57,scattered clouds
528,Ascension,US,30.2169,-90.9001,75.2,52,0,9.22,clear sky
529,Guanica,PR,17.9716,-66.908,80.19,86,100,2.3,overcast clouds
530,Xiongyue,CN,40.1774,122.1228,53.67,89,23,12.73,few clouds
531,Ust-Kishert,RU,57.3654,57.2495,29.73,95,40,7.67,scattered clouds
532,Singleton,AU,-32.5667,151.1833,75.92,64,29,12.41,scattered clouds
533,Dwarahat,IN,29.7833,79.4333,49.89,66,0,3.83,clear sky
534,Noumea,NC,-22.2763,166.4572,84.18,80,95,13.62,overcast clouds
535,Weligama,LK,5.9667,80.4167,75.9,88,100,3.04,overcast clouds
536,Kapuskasing,CA,49.4169,-82.4331,60.89,72,75,6.91,broken clouds
537,Guajara,BR,-2.9667,-57.6667,79.99,78,100,3.56,overcast clouds
538,Swellendam,ZA,-34.0226,20.4417,60.31,85,94,8.23,overcast clouds
539,Konstantinovka,RU,49.6167,127.9833,35.98,91,100,11.95,overcast clouds
540,Launceston,AU,-41.45,147.1667,62.62,80,100,29.93,overcast clouds
541,Truth Or Consequences,US,33.1284,-107.2528,65.91,21,0,0.0,clear sky
542,Cam Ranh,VN,11.9214,109.1591,76.96,88,20,2.3,few clouds
543,Warrington,GB,53.3925,-2.5802,58.44,88,75,10.36,light rain
544,Burns Lake,CA,54.2331,-125.7533,40.87,54,100,3.4,overcast clouds
545,Mildura,AU,-34.2,142.15,59.07,88,75,8.05,broken clouds
546,Hailar,CN,49.2,119.7,30.88,69,100,13.65,overcast clouds
547,Jingdezhen,CN,29.2947,117.2079,63.16,51,100,3.8,overcast clouds
548,Maldonado,UY,-34.6667,-54.9167,65.23,87,23,9.6,few clouds
549,Qaqortoq,GL,60.7167,-46.0333,28.09,71,0,6.71,clear sky
550,Tshikapa,CD,-6.4167,20.8,69.84,96,100,1.63,light rain
551,Ubinskoye,RU,55.3068,79.6802,30.49,57,85,9.06,overcast clouds
552,Kalabo,ZM,-14.97,22.6814,77.47,39,64,5.17,broken clouds
553,Lewiston,US,44.1003,-70.2148,65.05,96,100,1.01,haze
554,Tuatapere,NZ,-46.1333,167.6833,52.83,83,100,3.15,light rain
555,Vostok,RU,46.4856,135.8833,34.38,44,8,3.67,clear sky
556,Santa Marta,CO,11.2408,-74.199,79.9,83,100,5.01,overcast clouds
557,Mao,ES,39.8885,4.2658,70.36,88,0,6.91,clear sky
558,Christchurch,NZ,-43.5333,172.6333,65.48,63,86,6.91,overcast clouds
559,Takoradi,GH,4.8845,-1.7554,77.86,86,75,5.41,broken clouds
560,Iquitos,PE,-3.7481,-73.2472,81.93,72,100,2.24,moderate rain
561,Belmonte,BR,-15.8631,-38.8828,74.98,83,100,5.95,overcast clouds
562,Kirakira,SB,-10.4544,161.9205,85.55,69,4,4.63,clear sky
563,Chabahar,IR,25.2919,60.643,82.13,58,0,9.35,clear sky
564,Phan Thiet,VN,10.9333,108.1,76.33,88,100,4.43,overcast clouds
565,Yumen,CN,40.2833,97.2,38.91,49,0,8.25,clear sky
566,Beloha,MG,-25.1667,45.05,70.38,86,96,4.52,overcast clouds
567,Cacoal,BR,-11.4386,-61.4472,74.16,95,100,6.33,overcast clouds
568,Huaihua,CN,27.5494,109.9592,59.13,63,60,2.93,broken clouds
569,Coahuayana,MX,18.7333,-103.6833,82.33,79,77,4.63,broken clouds
570,Cervo,ES,43.6702,-7.4101,65.97,71,61,7.29,broken clouds
571,Terney,RU,45.0503,136.6092,42.55,43,7,3.24,clear sky
572,Ambulu,ID,-8.345,113.6058,77.02,85,98,1.74,overcast clouds
573,Belyy Yar,RU,53.6039,91.3903,13.89,85,0,0.0,clear sky
574,Tokur,RU,53.1333,132.9,27.12,95,100,2.75,light snow
575,Okha,RU,53.5739,142.9478,35.96,71,51,6.29,broken clouds
576,Tucumcari,US,35.1717,-103.725,65.95,22,0,6.33,clear sky
577,Ilhabela,BR,-23.7781,-45.3581,69.64,84,67,6.35,broken clouds
578,Mbuyapey,PY,-26.2,-56.75,72.97,76,0,4.32,clear sky
579,Harrison,US,30.4091,-89.0436,74.05,73,0,10.36,clear sky
580,College,US,64.8569,-147.8028,24.75,76,40,14.97,scattered clouds
581,Odweyne,SO,9.4092,45.064,71.67,77,44,2.48,scattered clouds
582,Mahebourg,MU,-20.4081,57.7,72.25,80,5,12.68,light rain
583,Bam,IR,29.106,58.357,72.84,15,0,6.4,clear sky
584,Prince Rupert,CA,54.3161,-130.3201,44.69,100,100,2.3,overcast clouds
585,Graaff-Reinet,ZA,-32.2522,24.5308,55.92,86,100,5.37,overcast clouds
586,Corrales,US,35.2378,-106.6067,64.02,29,0,8.01,clear sky
587,Misrikh,IN,27.45,80.5167,66.43,55,0,1.43,clear sky
588,Imbituba,BR,-28.24,-48.6703,63.9,86,17,7.85,few clouds
589,Karauli,IN,26.5,77.0167,70.36,41,0,5.32,clear sky
590,Wanning,CN,18.8003,110.3967,75.96,91,95,11.01,overcast clouds
591,Basoko,CD,1.2391,23.616,71.64,96,100,2.59,overcast clouds
592,Behshahr,IR,36.6923,53.5526,59.86,84,1,5.59,clear sky
593,Shitkino,RU,56.3703,98.3543,28.89,60,17,3.83,few clouds
594,Bemidji,US,47.4736,-94.8803,39.06,87,100,8.05,overcast clouds
595,Marsa Matruh,EG,31.3525,27.2453,69.42,66,0,5.59,clear sky
596,Muravlenko,RU,63.7898,74.523,23.63,93,99,21.59,overcast clouds
597,Port Augusta,AU,-32.5,137.7667,61.07,79,76,5.73,broken clouds
598,Jiujiang,CN,29.7333,115.9833,66.43,49,100,9.78,overcast clouds
599,Najran,SA,17.4924,44.1277,65.12,25,4,0.69,clear sky
600,Kismayo,SO,-0.3582,42.5454,77.45,86,59,11.9,broken clouds
601,Mandalgovi,MN,45.7625,106.2708,20.17,66,1,4.09,clear sky
602,Rieti,IT,42.4072,12.8592,59.61,60,39,3.76,scattered clouds
603,Mega,ET,4.05,38.3,60.64,79,40,5.77,scattered clouds
604,Baghdad,IQ,33.3406,44.4009,66.11,39,0,4.61,clear sky
605,Praya,CV,14.9215,-23.5087,77.54,78,20,14.97,few clouds
606,Nakapiripirit,UG,1.9167,34.7833,72.66,49,57,8.57,broken clouds
607,Auburn,US,47.3073,-122.2284,51.66,88,100,14.97,light rain
608,Idritsa,RU,56.3316,28.8988,48.81,97,100,5.91,overcast clouds
609,Vila Velha,BR,-20.3297,-40.2925,69.94,96,100,4.61,overcast clouds
610,Kandrian,PG,-6.2167,149.55,85.68,65,81,1.66,broken clouds
611,Deputatskiy,RU,69.3,139.9,11.71,87,100,10.56,overcast clouds
612,Yermish,RU,54.7678,42.2711,34.05,83,29,3.98,scattered clouds
613,Majene,ID,-3.5403,118.9707,79.65,83,90,2.28,overcast clouds
614,Siuri,IN,23.9167,87.5333,69.42,70,0,1.74,clear sky
615,Russellville,US,35.2784,-93.1338,55.98,63,20,10.36,few clouds
616,Novochernorechenskiy,RU,56.2669,91.0828,28.49,63,9,4.12,clear sky
617,Baoshan,CN,46.5586,131.4244,39.49,55,72,7.27,broken clouds
618,Sidmouth,GB,50.6909,-3.2397,61.02,93,75,20.71,broken clouds
619,Viytivka,UA,48.426,29.5429,53.76,89,97,12.53,overcast clouds
620,Manokwari,ID,-0.8667,134.0833,81.14,79,100,4.97,overcast clouds
621,Mackay,AU,-21.15,149.2,89.69,58,44,2.82,scattered clouds
622,Brae,GB,60.3964,-1.353,52.0,87,100,7.94,overcast clouds
623,Novoagansk,RU,61.9449,76.6625,29.64,91,95,20.62,light snow
624,Neuquen,AR,-38.9516,-68.0591,75.09,19,0,3.44,light rain
625,Fairhaven,US,41.6376,-70.9036,68.22,86,100,7.0,mist
626,Carutapera,BR,-1.195,-46.02,79.74,76,80,10.02,broken clouds
627,Bambanglipuro,ID,-7.95,110.2833,77.2,83,100,6.71,light rain
628,Weymouth,US,42.2209,-70.9398,65.1,93,100,6.91,fog
629,General Roca,AR,-39.0333,-67.5833,71.62,28,86,5.59,overcast clouds
630,Baiyin,CN,36.5583,104.2081,51.66,70,100,2.71,overcast clouds
631,Liku,ID,-0.7275,119.8922,76.95,88,89,1.72,overcast clouds
632,Mitu,CO,1.1983,-70.1733,77.38,80,80,1.36,broken clouds
633,Tilichiki,RU,60.4667,166.1,30.9,80,84,19.01,broken clouds
634,Chamba,IN,32.5667,76.1333,59.43,43,0,8.46,clear sky
635,Manzanillo,CU,20.3433,-77.1167,79.07,70,12,5.28,few clouds
636,Nemuro,JP,43.3236,145.575,46.74,53,11,4.83,few clouds
637,Pandaria,IN,22.2333,81.4167,62.35,64,0,3.65,clear sky
638,Kerema,PG,-7.9631,145.7785,83.84,73,55,3.18,broken clouds
639,Haapiti,PF,-17.5667,-149.8667,82.13,80,100,23.87,light rain
640,Kadaya,RU,50.9327,119.2911,23.13,75,46,5.12,scattered clouds
641,Shaowu,CN,27.3409,117.4831,56.57,72,56,3.13,broken clouds
642,Charters Towers,AU,-20.1,146.2667,87.85,46,34,7.05,scattered clouds
643,Filingue,NE,14.3521,3.3168,87.3,21,5,10.94,clear sky
644,Zlobin,HR,45.2924,14.6541,53.58,94,20,0.0,few clouds
645,Dhidhdhoo,MV,6.8833,73.1,80.35,78,63,4.21,broken clouds
646,Manadhoo,MV,5.7667,73.3833,80.29,81,96,6.69,overcast clouds
647,Sao Desiderio,BR,-12.3633,-44.9733,72.86,89,100,2.71,overcast clouds
648,Lima,PE,-12.0432,-77.0282,62.91,79,75,8.05,broken clouds
649,Halifax,CA,44.6453,-63.5724,65.7,97,99,1.99,overcast clouds
650,Radcliff,US,37.8404,-85.9491,65.68,90,20,12.66,heavy intensity rain
651,Lata,PT,40.1629,-8.3327,63.07,91,1,4.41,clear sky
652,Zaysan,KZ,47.4667,84.8667,36.32,50,54,1.86,broken clouds
653,Derbent,RU,42.0678,48.2899,56.28,68,81,2.53,broken clouds
654,Zlocieniec,PL,53.5329,16.0113,48.69,95,1,6.17,clear sky
655,Sobolevo,RU,54.4299,31.8996,44.62,91,100,8.61,overcast clouds
656,Dobrokoz,HU,46.4218,18.2395,52.61,85,10,2.53,clear sky
657,Hailey,US,43.5196,-114.3153,44.91,53,0,8.99,clear sky
658,Mirnyy,RU,62.5353,113.9611,26.24,86,100,11.01,overcast clouds
659,Carmarthen,GB,51.8555,-4.3054,59.68,94,100,19.57,overcast clouds
660,Ardatov,RU,55.2421,43.097,33.67,77,10,0.47,clear sky
661,Mwense,ZM,-10.3845,28.698,71.67,67,100,1.34,overcast clouds
662,Jinxiang,CN,27.4327,120.6062,62.46,70,93,6.78,overcast clouds
663,Marigot,MF,18.0667,-63.0833,82.74,83,20,16.11,few clouds
664,Phuket,TH,8.0,98.25,85.12,89,20,2.3,few clouds
665,Tafo,GH,6.7345,-1.6127,71.62,96,58,2.19,light rain
666,Yongchang,CN,30.0381,119.7317,61.57,78,98,1.5,overcast clouds
667,Podzvizd,BA,45.1742,15.8736,51.8,96,16,1.5,few clouds
668,Okoneshnikovo,RU,54.8377,75.0834,30.02,78,100,6.13,overcast clouds
669,Pak Phanang,TH,8.3511,100.202,79.63,82,100,5.5,overcast clouds
670,Nishihara,JP,26.1842,127.7558,72.68,59,75,13.8,broken clouds
671,Puerto Leguizamo,CO,-0.1934,-74.7819,77.59,88,100,3.09,overcast clouds
672,Monterey,US,36.2505,-121.2516,71.19,31,33,14.65,scattered clouds
673,Nguruka,TZ,-5.1092,31.0419,77.79,39,100,4.65,overcast clouds
674,Cap Malheureux,MU,-19.9842,57.6142,72.46,72,42,4.0,scattered clouds
675,Luzhou,CN,28.8724,105.4405,62.08,92,100,2.17,overcast clouds
676,Selfoss,IS,63.9331,-20.9971,44.04,66,100,17.78,overcast clouds
677,Sisimiut,GL,66.9395,-53.6735,24.42,84,92,7.61,overcast clouds
678,Mananara,MG,-16.1667,49.7667,70.16,90,25,3.04,light rain
679,Tabat,ID,-2.635,115.2274,74.75,98,100,1.86,overcast clouds
680,Burnie,AU,-41.0667,145.9167,59.94,77,100,8.5,light rain
681,Jijiga,ET,9.35,42.8,64.33,83,93,3.87,overcast clouds
682,Khandyga,RU,62.6667,135.6,20.95,93,100,9.35,light snow
683,Mogzon,RU,51.7435,111.9606,17.29,79,3,4.76,clear sky
684,San Quintin,MX,30.4833,-115.95,70.34,32,0,11.12,clear sky
685,Atar,MR,20.5169,-13.0499,87.94,12,99,4.9,overcast clouds
686,Khani,GE,41.9563,42.9566,42.37,76,100,4.99,overcast clouds
687,Lubao,PH,14.9167,120.55,80.31,85,89,4.99,overcast clouds
688,Yarada,IN,17.65,83.2667,73.72,100,40,2.3,mist
689,Berbera,SO,10.4396,45.0143,82.56,63,17,6.62,few clouds
690,Bukama,CD,-9.2,25.85,72.86,68,72,2.59,broken clouds
691,Dunedin,NZ,-45.8742,170.5036,58.8,63,100,3.2,overcast clouds
692,Whitehorse,CA,60.7161,-135.0538,27.97,54,21,3.6,few clouds
693,Mafinga,TZ,-7.25,35.0667,74.28,43,86,2.89,overcast clouds
694,Emilio Carranza,MX,19.9711,-96.6114,74.26,92,90,19.93,light rain
